restaurant_id,item_name,price_usd,is_vegetarian
9000000026,Sushi,10.9,FALSE
9000000026,Sushi,27.81,FALSE
9000000026,Chicken BBQ Pizza,19.62,FALSE
9000000026,Chicken Burger,30.98,FALSE
9000000027,Curry,19.76,FALSE
9000000027,Chicken BLT,18.69,FALSE
9000000027,Sushi,29.74,TRUE
9000000027,Beef Taco,16.35,FALSE
9000000027,Grilled Mushroom Steak,13.8,TRUE
9000000028,Wrap,15.72,FALSE
9000000028,Sushi,20.1,FALSE
9000000028,Shrimp Scampi,17.95,FALSE
9000000028,Wrap,17.59,FALSE
9000000029,Salmon Avocado Salad,22.16,FALSE
9000000029,Curry,16.24,TRUE
9000000029,Burrito,15.56,TRUE
9000000029,Wrap,11.2,FALSE
9000000029,Wrap,11.62,TRUE
9000000030,Ham and Cheese Sandwich,19.25,FALSE
9000000030,Grilled Cheese Sandwich,23.99,TRUE
9000000030,T-Bone Steak,27.65,FALSE
9000000030,Chicken Caesar Salad,10.04,FALSE
9000000030,Tofu Steak,19.81,TRUE
9000000031,Tofu Ramen,32.23,TRUE
9000000031,Paneer Tikka Pizza,16.71,TRUE
9000000031,Prawns Taco,6.93,FALSE
9000000031,Wrap,28.36,FALSE
9000000031,Sushi,27.18,TRUE
9000000032,Curry,23.73,FALSE
9000000032,Burrito,18.82,FALSE
9000000032,Chicken Caesar Salad,29.12,FALSE
9000000033,Miso Veg Ramen,28.99,TRUE
9000000033,Beef Taco,14.16,FALSE
9000000033,Sushi,19.36,TRUE
9000000033,Grilled Mushroom Steak,17.96,TRUE
9000000033,Paneer Sandwich,34.04,TRUE
9000000033,Quinoa Salad,11.75,TRUE
9000000034,Meatball Pasta,7.38,FALSE
9000000034,Miso Veg Ramen,15.52,TRUE
9000000034,Vegetable Alfredo,27.87,TRUE
9000000034,Chicken Burger,34.49,FALSE
9000000035,Spicy Veg Ramen,12.07,TRUE
9000000035,Salmon Avocado Salad,24.48,FALSE
9000000035,T-Bone Steak,27.06,FALSE
9000000036,Burrito,17.9,TRUE
9000000036,Burrito,29.21,TRUE
9000000036,Spicy Beef Ramen,6.01,FALSE
9000000036,Sushi,26.11,TRUE
9000000037,Ribeye Steak,19.21,FALSE
9000000037,Curry,27.01,FALSE
9000000037,Grilled Veggie Taco,24.52,TRUE
9000000037,Curry,24.79,FALSE
9000000037,Sirloin Steak,20.57,FALSE
9000000037,Tonkotsu Pork Ramen,11.5,FALSE
9000000038,Chicken BLT,8.82,FALSE
9000000038,Tuna Salad,22.94,FALSE
9000000038,Curry,21.98,TRUE
9000000039,Shoyu Chicken Ramen,24.64,FALSE
9000000039,Spicy Veg Ramen,20.43,TRUE
9000000039,Pepperoni Pizza,24.71,FALSE
9000000039,Wrap,24.12,FALSE
9000000039,Black Bean Burger,11.75,TRUE
9000000040,Vegetable Alfredo,7.11,TRUE
9000000040,Burrito,5.17,TRUE
9000000040,Grilled Cheese Sandwich,11.94,TRUE
9000000040,Veggie Burger,34.13,TRUE
9000000040,Sushi,10.02,FALSE
9000000041,T-Bone Steak,24.45,FALSE
9000000041,Burrito,16.74,TRUE
9000000041,Chicken BBQ Pizza,8.84,FALSE
9000000041,Bean Taco,28.13,TRUE
9000000042,Tonkotsu Pork Ramen,30.05,FALSE
9000000042,Curry,25.92,FALSE
9000000042,Veggie Steak,14.74,TRUE
9000000043,Quinoa Salad,12.61,TRUE
9000000043,Burrito,12.5,FALSE
9000000043,Sushi,11,FALSE
9000000043,Miso Veg Ramen,24.96,TRUE
9000000043,Paneer Burger,20.11,TRUE
9000000043,Chicken Alfredo Pasta,29.17,FALSE
9000000044,Chicken Burger,28.15,FALSE
9000000044,Sushi,11.88,FALSE
9000000044,Beef Taco,14.54,FALSE
9000000045,Grilled Veggie Taco,13.98,TRUE
9000000045,Margherita Pizza,31.98,TRUE
9000000045,Vegetable Alfredo,7.88,TRUE
9000000045,Beef Burger,6.25,FALSE
9000000045,Quinoa Salad,17.55,TRUE
9000000045,Paneer Taco,28.76,TRUE
9000000046,Sushi,19.17,TRUE
9000000046,Wrap,15.93,FALSE
9000000046,Wrap,32.83,FALSE
9000000046,Sausage Pizza,7.52,FALSE
9000000046,Sirloin Steak,33.55,FALSE
9000000046,Burrito,22.24,TRUE
9000000047,Ribeye Steak,11.72,FALSE
9000000047,Sausage Pizza,28.34,FALSE
9000000047,Chicken Burger,25.35,FALSE
9000000048,Wrap,15.26,TRUE
9000000048,Bacon Cheeseburger,11.93,FALSE
9000000048,Chicken Alfredo Pasta,18.99,FALSE
9000000049,Grilled Mushroom Steak,12.78,TRUE
9000000049,Arrabbiata Pasta,12.95,TRUE
9000000049,Meatball Pasta,32.47,FALSE
9000000049,Curry,16.47,FALSE
9000000049,Chicken Alfredo Pasta,22.48,FALSE
9000000049,Wrap,12.41,TRUE
9000000050,Black Bean Burger,12.14,TRUE
9000000050,Grilled Cheese Sandwich,20.32,TRUE
9000000050,Paneer Burger,14.37,TRUE
9000000050,Veggie Supreme Pizza,7.38,TRUE
9000000051,T-Bone Steak,16.44,FALSE
9000000051,Curry,7.44,FALSE
9000000051,Wrap,23.54,FALSE
9000000051,Tofu Steak,31.9,TRUE
9000000051,Burrito,34.11,TRUE
9000000051,Veg Club Sandwich,24.19,TRUE
9000000052,Paneer Tikka Pizza,13.25,TRUE
9000000052,Pesto Pasta,15.05,TRUE
9000000052,Spicy Veg Ramen,5.46,TRUE
9000000052,Greek Salad,24.71,TRUE
9000000052,Curry,29.02,TRUE
9000000052,Veggie Supreme Pizza,10.05,TRUE
9000000053,Bacon Cheeseburger,15.28,FALSE
9000000053,Burrito,27.97,FALSE
9000000053,Burrito,27.78,TRUE
9000000053,Margherita Pizza,15.07,TRUE
9000000053,Ham and Cheese Sandwich,5.28,FALSE
9000000054,Spicy Veg Ramen,29.5,TRUE
9000000054,Pesto Pasta,10.8,TRUE
9000000054,Ribeye Steak,23.81,FALSE
9000000054,Arrabbiata Pasta,33.28,TRUE
9000000054,Chicken Alfredo Pasta,27.3,FALSE
9000000055,Paneer Burger,24.74,TRUE
9000000055,Chicken BLT,32.71,FALSE
9000000055,Wrap,19.03,FALSE
9000000055,Tofu Steak,21.01,TRUE
9000000056,Ribeye Steak,13.93,FALSE
9000000056,Sirloin Steak,7.34,FALSE
9000000056,Prawns Taco,33.42,FALSE
9000000056,Margherita Pizza,5.9,TRUE
9000000056,Vegetable Alfredo,25.02,TRUE
9000000057,Wrap,12.34,FALSE
9000000057,Wrap,19.56,FALSE
9000000057,Curry,10.47,TRUE
9000000057,Quinoa Salad,10.82,TRUE
9000000058,Paneer Taco,7.35,TRUE
9000000058,Meatball Pasta,32.49,FALSE
9000000058,Arrabbiata Pasta,20.78,TRUE
9000000058,Shoyu Chicken Ramen,8.07,FALSE
9000000059,Tonkotsu Pork Ramen,14.59,FALSE
9000000059,Meatball Pasta,27.2,FALSE
9000000059,Veggie Supreme Pizza,29.04,TRUE
9000000060,Paneer Burger,20,TRUE
9000000060,Tofu Ramen,34.5,TRUE
9000000060,Burrito,9.12,TRUE
9000000060,Wrap,27.84,FALSE
9000000061,Miso Veg Ramen,34.39,TRUE
9000000061,Margherita Pizza,9.97,TRUE
9000000061,Ham and Cheese Sandwich,25.87,FALSE
9000000061,Veggie Supreme Pizza,16.81,TRUE
9000000062,Salmon Avocado Salad,29.82,FALSE
9000000062,Veg Club Sandwich,33.68,TRUE
9000000062,Shoyu Chicken Ramen,31.68,FALSE
9000000062,Veggie Supreme Pizza,29.24,TRUE
9000000063,Wrap,25.14,FALSE
9000000063,Beef Burger,19.6,FALSE
9000000063,Burrito,20.45,TRUE
9000000063,Grilled Mushroom Steak,23.48,TRUE
9000000063,Bacon Cheeseburger,33.53,FALSE
9000000063,Curry,34.03,FALSE
9000000064,Tonkotsu Pork Ramen,9.64,FALSE
9000000064,Chicken BBQ Pizza,13.21,FALSE
9000000064,Sirloin Steak,34.41,FALSE
9000000064,Curry,8.53,FALSE
9000000064,Tofu Steak,31.22,TRUE
9000000065,Veg Club Sandwich,34.32,TRUE
9000000065,Grilled Mushroom Steak,27.02,TRUE
9000000065,Arrabbiata Pasta,21.05,TRUE
9000000065,Wrap,18.58,TRUE
9000000065,Vegetable Alfredo,8.65,TRUE
9000000065,Miso Veg Ramen,15.31,TRUE
9000000066,Shoyu Chicken Ramen,13.15,FALSE
9000000066,Beef Burger,6.89,FALSE
9000000066,Burrito,22.55,TRUE
9000000067,Shrimp Scampi,16.69,FALSE
9000000067,Veggie Steak,34.81,TRUE
9000000067,Wrap,19.36,TRUE
9000000067,Paneer Burger,12.56,TRUE
9000000067,Veggie Burger,19.11,TRUE
9000000068,Veggie Burger,11.76,TRUE
9000000068,Chicken BBQ Pizza,22.37,FALSE
9000000068,Burrito,15.89,FALSE
9000000068,Grilled Mushroom Steak,14.33,TRUE
9000000069,Miso Veg Ramen,33.08,TRUE
9000000069,Wrap,10.95,FALSE
9000000069,Paneer Burger,13.13,TRUE
9000000069,Black Bean Burger,22.39,TRUE
9000000069,Burrito,17.17,TRUE
9000000069,Tofu Ramen,17.14,TRUE
9000000070,Shrimp Scampi,33.9,FALSE
9000000070,Wrap,18.96,FALSE
9000000070,Grilled Mushroom Steak,14.67,TRUE
9000000070,T-Bone Steak,26.35,FALSE
9000000071,Sushi,24.1,FALSE
9000000071,Curry,16.42,FALSE
9000000071,Curry,20.55,FALSE
9000000071,Paneer Sandwich,34.25,TRUE
9000000071,Sausage Pizza,23.82,FALSE
9000000072,Pepperoni Pizza,16.38,FALSE
9000000072,Wrap,7.68,TRUE
9000000072,Ham and Cheese Sandwich,32.2,FALSE
9000000073,Burrito,14.41,FALSE
9000000073,Vegetable Alfredo,28.93,TRUE
9000000073,Paneer Burger,25.56,TRUE
9000000073,Paneer Taco,25.1,TRUE
9000000073,Grilled Veggie Taco,16.98,TRUE
9000000073,Spicy Beef Ramen,20.93,FALSE
9000000074,Sushi,5.78,TRUE
9000000074,Paneer Sandwich,25.72,TRUE
9000000074,Burrito,5.11,FALSE
9000000074,Burrito,12.04,FALSE
9000000075,Chicken Caesar Salad,17.03,FALSE
9000000075,Wrap,17.51,FALSE
9000000075,Black Bean Burger,5.86,TRUE
9000000076,Beef Taco,21.43,FALSE
9000000076,Ham and Cheese Sandwich,33.78,FALSE
9000000076,Beef Burger,7.29,FALSE
9000000076,Sirloin Steak,33.04,FALSE
9000000076,Tonkotsu Pork Ramen,34.61,FALSE
9000000076,Paneer Burger,28.92,TRUE
9000000077,Veggie Burger,16.64,TRUE
9000000077,Black Bean Burger,32.16,TRUE
9000000077,Chicken Alfredo Pasta,10.12,FALSE
9000000077,Sushi,13.25,TRUE
9000000078,Veggie Burger,30.26,TRUE
9000000078,Wrap,30.73,FALSE
9000000078,Sushi,7.29,TRUE
9000000079,Greek Salad,30.7,TRUE
9000000079,Chicken BLT,20.66,FALSE
9000000079,Grilled Mushroom Steak,12.65,TRUE
9000000080,Sushi,28.95,FALSE
9000000080,Sushi,29.46,FALSE
9000000080,Chicken Taco,10.06,FALSE
9000000081,Chicken Alfredo Pasta,12.97,FALSE
9000000081,Wrap,18.41,TRUE
9000000081,Tofu Steak,12.43,TRUE
9000000081,Grilled Mushroom Steak,26.5,TRUE
9000000081,Vegetable Alfredo,15.15,TRUE
9000000082,Tofu Ramen,18.12,TRUE
9000000082,Burrito,30.59,FALSE
9000000082,Bean Taco,24.89,TRUE
9000000082,Curry,5.73,TRUE
9000000083,Wrap,27.65,FALSE
9000000083,Prawns Taco,29.51,FALSE
9000000083,Pepperoni Pizza,10.1,FALSE
9000000084,Turkey Sandwich,23.35,FALSE
9000000084,Sushi,15.64,FALSE
9000000084,Pesto Pasta,20.08,TRUE
9000000084,Paneer Taco,19.73,TRUE
9000000084,Curry,18.25,TRUE
9000000084,Burrito,30.42,TRUE
9000000085,Paneer Burger,9.55,TRUE
9000000085,Veggie Supreme Pizza,14.7,TRUE
9000000085,Caesar Salad,29.41,TRUE
9000000085,Ribeye Steak,29.27,FALSE
9000000086,Paneer Sandwich,23.2,TRUE
9000000086,Arrabbiata Pasta,16.72,TRUE
9000000086,Sushi,33.29,FALSE
9000000086,Tofu Ramen,20.3,TRUE
9000000086,Shoyu Chicken Ramen,19.88,FALSE
9000000086,Chicken Taco,10.14,FALSE
9000000087,Chicken BLT,7.18,FALSE
9000000087,Shoyu Chicken Ramen,28.49,FALSE
9000000087,Sushi,17.41,FALSE
9000000088,Curry,18.23,TRUE
9000000088,Black Bean Burger,21.92,TRUE
9000000088,Wrap,9.14,FALSE
9000000088,Curry,21.88,FALSE
9000000088,Veggie Steak,31.26,TRUE
9000000088,Ribeye Steak,29.65,FALSE
9000000089,Burrito,19.33,FALSE
9000000089,Wrap,27.74,TRUE
9000000089,Salmon Avocado Salad,12.26,FALSE
9000000089,Sirloin Steak,19.61,FALSE
9000000089,Wrap,11.65,FALSE
9000000090,Wrap,8.35,FALSE
9000000090,Margherita Pizza,13.57,TRUE
9000000090,Tofu Ramen,10.79,TRUE
9000000090,Quinoa Salad,11.93,TRUE
9000000090,Grilled Veggie Taco,21.58,TRUE
9000000091,Spicy Beef Ramen,19.43,FALSE
9000000091,Margherita Pizza,28.8,TRUE
9000000091,Veg Club Sandwich,16.41,TRUE
9000000091,Tonkotsu Pork Ramen,33.42,FALSE
9000000091,Sushi,6.03,TRUE
9000000091,T-Bone Steak,30.59,FALSE
9000000092,T-Bone Steak,8.23,FALSE
9000000092,Curry,13.38,FALSE
9000000092,Bacon Cheeseburger,8.43,FALSE
9000000092,Sushi,26.96,TRUE
9000000092,Tonkotsu Pork Ramen,25.16,FALSE
9000000092,Grilled Veggie Taco,6.81,TRUE
9000000093,Turkey Sandwich,5.92,FALSE
9000000093,Burrito,13.69,FALSE
9000000093,Greek Salad,21.84,TRUE
9000000094,Curry,14.7,FALSE
9000000094,Meatball Pasta,11.84,FALSE
9000000094,T-Bone Steak,21.87,FALSE
9000000094,Burrito,10.12,FALSE
9000000094,Ribeye Steak,5.17,FALSE
9000000095,Vegetable Alfredo,22.15,TRUE
9000000095,Chicken Caesar Salad,16.71,FALSE
9000000095,Tuna Salad,25.59,FALSE
9000000095,Curry,22.26,FALSE
9000000096,Burrito,26.23,TRUE
9000000096,Pepperoni Pizza,26.15,FALSE
9000000096,Curry,22.94,TRUE
9000000096,Bacon Cheeseburger,25.33,FALSE
9000000097,Curry,28.68,TRUE
9000000097,Chicken Burger,28.85,FALSE
9000000097,Spicy Beef Ramen,8.04,FALSE
9000000097,Sausage Pizza,34.57,FALSE
9000000097,Veg Club Sandwich,34.88,TRUE
9000000098,Paneer Tikka Pizza,28.19,TRUE
9000000098,Tofu Steak,30.49,TRUE
9000000098,Grilled Mushroom Steak,14.81,TRUE
9000000098,Veggie Steak,34.52,TRUE
9000000099,Tofu Steak,6.86,TRUE
9000000099,Salmon Avocado Salad,21.91,FALSE
9000000099,Veggie Burger,21.54,TRUE
9000000099,Bean Taco,23.83,TRUE
9000000100,Tonkotsu Pork Ramen,21,FALSE
9000000100,Curry,31.23,TRUE
9000000100,T-Bone Steak,13.66,FALSE
9000000101,Chicken Burger,20.91,FALSE
9000000101,Curry,27.62,FALSE
9000000101,Turkey Sandwich,14.79,FALSE
9000000102,Chicken Alfredo Pasta,10.45,FALSE
9000000102,Burrito,9.5,TRUE
9000000102,Paneer Taco,8.69,TRUE
9000000102,Wrap,22.66,FALSE
9000000103,Curry,32.63,FALSE
9000000103,Shrimp Scampi,34.5,FALSE
9000000103,Curry,13.41,FALSE
9000000103,Paneer Taco,10.28,TRUE
9000000104,Sushi,6.23,FALSE
9000000104,Tofu Ramen,15.45,TRUE
9000000104,Greek Salad,20.63,TRUE
9000000105,Wrap,13.98,FALSE
9000000105,Burrito,32.22,FALSE
9000000105,Margherita Pizza,28.95,TRUE
9000000105,Curry,24.88,FALSE
9000000105,Wrap,14.76,FALSE
9000000106,Chicken Caesar Salad,26.26,FALSE
9000000106,Burrito,11.86,TRUE
9000000106,Vegetable Alfredo,13.75,TRUE
9000000106,Chicken BLT,31.43,FALSE
9000000106,Wrap,25.04,TRUE
9000000107,Tofu Ramen,21.14,TRUE
9000000107,Turkey Sandwich,33.65,FALSE
9000000107,Curry,17.97,TRUE
9000000107,Paneer Tikka Pizza,13.5,TRUE
9000000107,Sushi,26.12,FALSE
9000000108,Sushi,10.73,FALSE
9000000108,Tuna Salad,27.8,FALSE
9000000108,Tonkotsu Pork Ramen,22.15,FALSE
9000000108,Arrabbiata Pasta,18.27,TRUE
9000000108,Paneer Sandwich,7.85,TRUE
9000000108,Veggie Steak,27.99,TRUE
9000000109,Ribeye Steak,12.26,FALSE
9000000109,Burrito,34.75,TRUE
9000000109,Wrap,7.26,FALSE
9000000110,Grilled Mushroom Steak,21.34,TRUE
9000000110,Tonkotsu Pork Ramen,28.46,FALSE
9000000110,Sushi,14.32,FALSE
9000000110,Pepperoni Pizza,20.35,FALSE
9000000110,Burrito,33.5,FALSE
9000000110,Chicken BLT,13.74,FALSE
9000000111,Ham and Cheese Sandwich,12.54,FALSE
9000000111,Beef Taco,33.07,FALSE
9000000111,Bacon Cheeseburger,19.7,FALSE
9000000111,Chicken Taco,33.47,FALSE
9000000111,Wrap,6.39,TRUE
9000000111,Bean Taco,8.13,TRUE
9000000112,Burrito,9.68,TRUE
9000000112,Burrito,17.36,FALSE
9000000112,Tofu Steak,31.7,TRUE
9000000112,Shoyu Chicken Ramen,9.6,FALSE
9000000113,Spicy Veg Ramen,24.94,TRUE
9000000113,Paneer Tikka Pizza,15.95,TRUE
9000000113,Pesto Pasta,30.37,TRUE
9000000114,Bacon Cheeseburger,11.63,FALSE
9000000114,Spicy Veg Ramen,9.71,TRUE
9000000114,Spicy Beef Ramen,10.58,FALSE
9000000115,Tonkotsu Pork Ramen,6.9,FALSE
9000000115,Paneer Sandwich,7.81,TRUE
9000000115,Chicken Caesar Salad,27.6,FALSE
9000000115,Bacon Cheeseburger,20.22,FALSE
9000000116,Sirloin Steak,29.51,FALSE
9000000116,Tofu Ramen,12.34,TRUE
9000000116,Wrap,32.62,FALSE
9000000116,Grilled Veggie Taco,18.83,TRUE
9000000116,Chicken Alfredo Pasta,7.13,FALSE
9000000117,Grilled Veggie Taco,14.28,TRUE
9000000117,Tofu Ramen,19.33,TRUE
9000000117,Curry,22.84,TRUE
9000000118,Ham and Cheese Sandwich,23.1,FALSE
9000000118,Pesto Pasta,5.24,TRUE
9000000118,Grilled Cheese Sandwich,6.99,TRUE
9000000118,Sushi,22.3,FALSE
9000000119,Tonkotsu Pork Ramen,31.72,FALSE
9000000119,Sushi,25.07,FALSE
9000000119,Sushi,15.76,FALSE
9000000119,Grilled Veggie Taco,17.75,TRUE
9000000119,Chicken Caesar Salad,27.73,FALSE
9000000119,Chicken BLT,19.84,FALSE
9000000120,Curry,14.98,TRUE
9000000120,Tofu Ramen,19.68,TRUE
9000000120,Sirloin Steak,14.2,FALSE
9000000120,Miso Veg Ramen,30.69,TRUE
9000000120,Grilled Cheese Sandwich,22.58,TRUE
9000000120,Beef Burger,28.8,FALSE
9000000121,Burrito,28.87,FALSE
9000000121,Burrito,25.39,TRUE
9000000121,Tonkotsu Pork Ramen,10.71,FALSE
9000000121,Salmon Avocado Salad,21.33,FALSE
9000000121,Shoyu Chicken Ramen,14.8,FALSE
9000000121,Sushi,27,TRUE
9000000122,Curry,31.67,TRUE
9000000122,Chicken Alfredo Pasta,10.64,FALSE
9000000122,Tofu Steak,33.32,TRUE
9000000122,Vegetable Alfredo,10.32,TRUE
9000000122,Grilled Mushroom Steak,22.81,TRUE
9000000122,Beef Burger,33.26,FALSE
9000000123,Burrito,19.12,FALSE
9000000123,Beef Taco,31.78,FALSE
9000000123,Prawns Taco,25.35,FALSE
9000000124,Sushi,26.9,TRUE
9000000124,Prawns Taco,24.88,FALSE
9000000124,Curry,16.67,TRUE
9000000124,Sushi,30.45,FALSE
9000000124,Pesto Pasta,34.34,TRUE
9000000124,Arrabbiata Pasta,11.85,TRUE
9000000125,Pesto Pasta,28.64,TRUE
9000000125,Burrito,6.03,FALSE
9000000125,Wrap,13.23,FALSE
9000000125,Shrimp Scampi,8.96,FALSE
9000000125,Vegetable Alfredo,23.23,TRUE
9000000126,Chicken Taco,6.78,FALSE
9000000126,Tofu Steak,19.84,TRUE
9000000126,Tuna Salad,13.33,FALSE
9000000127,Wrap,21.66,FALSE
9000000127,Beef Burger,14.11,FALSE
9000000127,Tonkotsu Pork Ramen,17.44,FALSE
9000000128,Spicy Beef Ramen,20.85,FALSE
9000000128,Salmon Avocado Salad,12.18,FALSE
9000000128,Veg Club Sandwich,32.6,TRUE
9000000128,T-Bone Steak,14.99,FALSE
9000000128,Burrito,33.5,FALSE
9000000129,Veggie Steak,19.39,TRUE
9000000129,Chicken Caesar Salad,30.2,FALSE
9000000129,Curry,11.37,TRUE
9000000129,Wrap,21.57,FALSE
9000000129,Wrap,10.3,FALSE
9000000129,Spicy Beef Ramen,34.19,FALSE
9000000130,Caesar Salad,31.02,TRUE
9000000130,Sushi,13.99,FALSE
9000000130,Grilled Mushroom Steak,10.83,TRUE
9000000130,Margherita Pizza,12.56,TRUE
9000000130,Arrabbiata Pasta,29.7,TRUE
9000000131,Prawns Taco,5.86,FALSE
9000000131,Burrito,29.22,FALSE
9000000131,Chicken BLT,31.17,FALSE
9000000131,Tonkotsu Pork Ramen,17.37,FALSE
9000000132,Caesar Salad,5.14,TRUE
9000000132,Chicken BBQ Pizza,31.31,FALSE
9000000132,Sausage Pizza,9.44,FALSE
9000000132,Burrito,23.21,TRUE
9000000133,T-Bone Steak,6.92,FALSE
9000000133,Sushi,22.03,FALSE
9000000133,Beef Burger,17.31,FALSE
9000000133,Wrap,21.7,TRUE
9000000133,Sausage Pizza,27.83,FALSE
9000000133,Sushi,13.99,TRUE
9000000134,Chicken Taco,21.09,FALSE
9000000134,Grilled Veggie Taco,7.79,TRUE
9000000134,Veggie Burger,32.48,TRUE
9000000134,Veggie Steak,5.18,TRUE
9000000135,Greek Salad,14.44,TRUE
9000000135,Sushi,8.97,TRUE
9000000135,Sushi,27,TRUE
9000000135,Sushi,19.51,FALSE
9000000136,Ribeye Steak,8.7,FALSE
9000000136,Veg Club Sandwich,11.62,TRUE
